Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) T,Coverage (%) Y,Coverage (%) Z,Coverage (%) I,Coverage (%) K,Area T,Area Y,Area Z,Area I,Area K,#Peptides,#Unique,#Spec T,#Spec Y,#Spec Z,#Spec I,#Spec K,PTM,Avg. Mass,Description
52,227,TCONS_00046775.p1,60.70,1,1,0,0,0,0,2.2564E7,7.2461E6,,2.3261E7,3.1591E7,4,4,31,10,0,49,35,Oxidation (M),443889,TCONS_00046775.p1   chr15:35371961-35930100(+)
52,228,ENSMUSP00000045490.7|ENSMUST00000048646.8|ENSMUSG00000037646.10|OTTMUSG00000070263.3|OTTMUST00000170030.2|Vps13b-201|Vps13b|3993,60.70,1,1,0,0,0,0,2.2564E7,7.2461E6,,2.3261E7,3.1591E7,4,4,31,10,0,49,35,Oxidation (M),444017,ENSMUSP00000045490.7|ENSMUST00000048646.8|ENSMUSG00000037646.10|OTTMUSG00000070263.3|OTTMUST00000170030.2|Vps13b-201|Vps13b|3993
202,173,ENSMUSP00000134570.1|ENSMUST00000172785.7|ENSMUSG00000073411.12|OTTMUSG00000037094.2|OTTMUST00000095494.1|H2-D1-202|H2-D1|362,60.59,11,11,5,2,2,0,2.301E7,5.4492E6,1.8469E6,1.8625E7,,3,3,27,4,2,7,0,Oxidation (M),40836,ENSMUSP00000134570.1|ENSMUST00000172785.7|ENSMUSG00000073411.12|OTTMUSG00000037094.2|OTTMUST00000095494.1|H2-D1-202|H2-D1|362
202,174,ENSMUSP00000134582.2|ENSMUST00000172503.2|ENSMUSG00000073411.12|OTTMUSG00000037094.2|OTTMUST00000095498.2|H2-D1-201|H2-D1|380,60.59,10,10,5,2,2,0,2.301E7,5.4492E6,1.8469E6,1.8625E7,,3,3,27,4,2,7,0,Oxidation (M),42780,ENSMUSP00000134582.2|ENSMUST00000172503.2|ENSMUSG00000073411.12|OTTMUSG00000037094.2|OTTMUST00000095498.2|H2-D1-201|H2-D1|380
544,998,ENSMUSP00000140436.1|ENSMUST00000188972.2|ENSMUSG00000026126.15|OTTMUSG00000049465.6|OTTMUST00000126101.2|Ptpn18-206|Ptpn18|85,60.46,46,46,0,18,0,0,2.3131E5,,2.5277E5,,,2,2,6,0,6,0,0,Acetylation (Protein N-term),8700,ENSMUSP00000140436.1|ENSMUST00000188972.2|ENSMUSG00000026126.15|OTTMUSG00000049465.6|OTTMUST00000126101.2|Ptpn18-206|Ptpn18|85
134,562,ENSMUSP00000139842.1|ENSMUST00000190686.6|ENSMUSG00000039218.17|OTTMUSG00000049491.5|OTTMUST00000126187.2|Srrm2-210|Srrm2|2703,60.36,2,0,0,2,0,0,9.9139E6,7.1371E6,9.0207E5,6.556E6,3.4237E6,4,4,11,9,12,12,13,Oxidation (M); Acetylation (Protein N-term),294841,ENSMUSP00000139842.1|ENSMUST00000190686.6|ENSMUSG00000039218.17|OTTMUSG00000049491.5|OTTMUST00000126187.2|Srrm2-210|Srrm2|2703
134,585,TCONS_00058027.p1,60.36,2,0,0,2,0,0,9.9139E6,7.1371E6,9.0207E5,6.556E6,3.4237E6,4,4,11,9,12,12,13,Oxidation (M); Acetylation (Protein N-term),277044,TCONS_00058027.p1   chr17:23806961-23821933(+)
15,788,ENSMUSP00000128421.1|ENSMUST00000170489.1|ENSMUSG00000032097.10|OTTMUSG00000063351.1|-|Ddx6-201|Ddx6|483,60.29,5,2,0,4,5,2,3.9962E7,,6.4127E4,8.5936E7,3.6345E8,4,4,21,0,1,38,222,Oxidation (M); Acetylation (Protein N-term),54192,ENSMUSP00000128421.1|ENSMUST00000170489.1|ENSMUSG00000032097.10|OTTMUSG00000063351.1|-|Ddx6-201|Ddx6|483
462,414,ENSMUSP00000006137.8|ENSMUST00000006137.8|ENSMUSG00000005981.11|OTTMUSG00000020070.2|OTTMUST00000047741.1|Trap1-201|Trap1|706,59.24,4,3,3,1,2,0,1.3903E6,3.8631E5,9.2314E4,,,3,2,5,4,2,3,0,,80209,ENSMUSP00000006137.8|ENSMUST00000006137.8|ENSMUSG00000005981.11|OTTMUSG00000020070.2|OTTMUST00000047741.1|Trap1-201|Trap1|706
481,620,TCONS_00079348.p1,59.21,5,3,0,0,0,2,4.4871E6,,,,2.7718E6,3,3,10,0,0,0,4,,39225,TCONS_00079348.p1   chr2:156008388-156018150(+)
481,621,ENSMUSP00000006035.6|ENSMUST00000006035.12|ENSMUSG00000005881.13|OTTMUSG00000016019.4|OTTMUST00000038177.1|Ergic3-201|Ergic3|383,59.21,5,3,0,0,0,2,4.4871E6,,,,2.7718E6,3,3,10,0,0,0,4,,43208,ENSMUSP00000006035.6|ENSMUST00000006035.12|ENSMUSG00000005881.13|OTTMUSG00000016019.4|OTTMUST00000038177.1|Ergic3-201|Ergic3|383
733,255,ENSMUSP00000028222.6|ENSMUST00000028222.12|ENSMUSG00000026864.13|OTTMUSG00000012014.2|OTTMUST00000028495.2|Hspa5-201|Hspa5|655,59.16,10,6,1,0,0,3,1.5341E5,,,,2.9277E4,5,4,3,1,0,0,2,Oxidation (M),72422,ENSMUSP00000028222.6|ENSMUST00000028222.12|ENSMUSG00000026864.13|OTTMUSG00000012014.2|OTTMUST00000028495.2|Hspa5-201|Hspa5|655
157,726,ENSMUSP00000151874.1|ENSMUST00000219721.1|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158146.1|Pan2-206|Pan2|1173,58.59,1,1,1,0,1,1,1.3167E8,1.1826E7,,5.2503E6,0,3,2,32,10,0,7,1,,132428,ENSMUSP00000151874.1|ENSMUST00000219721.1|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158146.1|Pan2-206|Pan2|1173
157,727,ENSMUSP00000151216.1|ENSMUST00000218315.1|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158144.1|Pan2-203|Pan2|1191,58.59,1,1,1,0,1,1,1.3167E8,1.1826E7,,5.2503E6,0,3,2,32,10,0,7,1,,134412,ENSMUSP00000151216.1|ENSMUST00000218315.1|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158144.1|Pan2-203|Pan2|1191
157,728,TCONS_00013486.p1,58.59,1,1,1,0,1,1,1.3167E8,1.1826E7,,5.2503E6,0,3,2,32,10,0,7,1,,134773,TCONS_00013486.p1   chr10:128304212-128320765(+)
157,729,ENSMUSP00000005825.6|ENSMUST00000005825.7|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158142.1|Pan2-201|Pan2|1200,58.59,1,1,1,0,1,1,1.3167E8,1.1826E7,,5.2503E6,0,3,2,32,10,0,7,1,,135253,ENSMUSP00000005825.6|ENSMUST00000005825.7|ENSMUSG00000005682.9|OTTMUSG00000064935.1|OTTMUST00000158142.1|Pan2-201|Pan2|1200
755,1047,ENSMUSP00000005810.6|ENSMUST00000005810.8|ENSMUSG00000005667.8|OTTMUSG00000023127.3|OTTMUST00000055880.1|Mthfd2-201|Mthfd2|350,58.45,5,5,0,0,0,0,3.2787E6,,,,,2,2,6,0,0,0,0,Oxidation (M),37863,ENSMUSP00000005810.6|ENSMUST00000005810.8|ENSMUSG00000005667.8|OTTMUSG00000023127.3|OTTMUST00000055880.1|Mthfd2-201|Mthfd2|350
425,267,ENSMUSP00000135354.1|ENSMUST00000176207.7|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000110427.1|Hnrnpk-205|Hnrnpk|439,58.26,17,17,0,0,2,5,1.6468E6,,,1.0875E5,3.1244E6,5,5,6,0,0,1,9,Oxidation (M); Acetylation (Protein N-term),48511,ENSMUSP00000135354.1|ENSMUST00000176207.7|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000110427.1|Hnrnpk-205|Hnrnpk|439
425,268,ENSMUSP00000135647.1|ENSMUST00000177019.7|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000110426.1|Hnrnpk-216|Hnrnpk|440,58.26,17,17,0,0,2,5,1.6468E6,,,1.0875E5,3.1244E6,5,5,6,0,0,1,9,Oxidation (M); Acetylation (Protein N-term),48562,ENSMUSP00000135647.1|ENSMUST00000177019.7|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000110426.1|Hnrnpk-216|Hnrnpk|440
425,269,ENSMUSP00000039269.7|ENSMUST00000043269.13|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000092043.1|Hnrnpk-201|Hnrnpk|463,58.26,16,16,0,0,2,5,1.6468E6,,,1.0875E5,3.1244E6,5,5,6,0,0,1,9,Oxidation (M); Acetylation (Protein N-term),50976,ENSMUSP00000039269.7|ENSMUST00000043269.13|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000092043.1|Hnrnpk-201|Hnrnpk|463
425,270,ENSMUSP00000112104.2|ENSMUST00000116403.8|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000092042.1|Hnrnpk-202|Hnrnpk|464,58.26,16,16,0,0,2,5,1.6468E6,,,1.0875E5,3.1244E6,5,5,6,0,0,1,9,Oxidation (M); Acetylation (Protein N-term),51028,ENSMUSP00000112104.2|ENSMUST00000116403.8|ENSMUSG00000021546.18|OTTMUSG00000035894.6|OTTMUST00000092042.1|Hnrnpk-202|Hnrnpk|464
117,1277,ENSMUSP00000028900.9|ENSMUST00000028900.10|ENSMUSG00000027411.17|OTTMUSG00000015524.6|OTTMUST00000036861.2|Vps16-201|Vps16|839,58.26,1,1,1,0,1,0,3.1628E8,3.5185E7,,8.2276E7,,3,3,35,15,0,13,0,,94826,ENSMUSP00000028900.9|ENSMUST00000028900.10|ENSMUSG00000027411.17|OTTMUSG00000015524.6|OTTMUST00000036861.2|Vps16-201|Vps16|839
234,1469,TCONS_00103967.p1,58.17,9,0,0,0,0,9,,,,,1.0374E7,1,1,0,0,0,0,33,,26930,TCONS_00103967.p1   chr5:30924754-30931047(+)
234,1543,ENSMUSP00000031053.9|ENSMUST00000031053.14|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075287.1|Khk-201|Khk|343,58.17,6,0,0,0,0,6,,,,,1.0374E7,1,1,0,0,0,0,33,,37725,ENSMUSP00000031053.9|ENSMUST00000031053.14|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075287.1|Khk-201|Khk|343
234,1549,TCONS_00103965.p1,58.17,7,0,0,0,0,7,,,,,1.0374E7,1,1,0,0,0,0,33,,32816,TCONS_00103965.p1   chr5:30921916-30931047(+)
234,1620,ENSMUSP00000144050.1|ENSMUST00000201621.3|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075286.3|Khk-204|Khk|298,58.17,7,0,0,0,0,7,,,,,1.0374E7,1,1,0,0,0,0,33,,32740,ENSMUSP00000144050.1|ENSMUST00000201621.3|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075286.3|Khk-204|Khk|298
234,1682,ENSMUSP00000144226.1|ENSMUST00000201571.3|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000136447.3|Khk-203|Khk|253,58.17,8,0,0,0,0,8,,,,,1.0374E7,1,1,0,0,0,0,33,,27777,ENSMUSP00000144226.1|ENSMUST00000201571.3|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000136447.3|Khk-203|Khk|253
234,1698,TCONS_00103966.p1,58.17,10,0,0,0,0,10,,,,,1.0374E7,1,1,0,0,0,0,33,,23745,TCONS_00103966.p1   chr5:30921916-30931047(+)
234,2834,ENSMUST00000200978.1|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075289.1|Khk-202|Khk|544|retained_intron|,58.17,23,0,0,0,0,23,,,,,1.0374E7,1,1,0,0,0,0,33,,9641,ENSMUST00000200978.1|ENSMUSG00000029162.15|OTTMUSG00000030395.6|OTTMUST00000075289.1|Khk-202|Khk|544|retained_intron|
12,367,ENSMUSP00000020538.6|ENSMUST00000020538.12|ENSMUSG00000020290.14|OTTMUSG00000005274.4|-|Xpo1-201|Xpo1|1071,58.16,2,2,1,1,1,1,1.7523E8,1.1853E8,1.4673E6,2.2466E8,1.3476E8,3,3,70,42,7,84,97,Oxidation (M),123093,ENSMUSP00000020538.6|ENSMUST00000020538.12|ENSMUSG00000020290.14|OTTMUSG00000005274.4|-|Xpo1-201|Xpo1|1071
590,340,ENSMUSP00000034866.8|ENSMUST00000034866.8|ENSMUSG00000032314.14|OTTMUSG00000026421.1|OTTMUST00000065340.1|Etfa-201|Etfa|333,58.12,8,0,2,0,0,6,,6.6619E4,,,4.0778E5,2,2,0,1,0,0,9,,35009,ENSMUSP00000034866.8|ENSMUST00000034866.8|ENSMUSG00000032314.14|OTTMUSG00000026421.1|OTTMUST00000065340.1|Etfa-201|Etfa|333
790,536,ENSMUSP00000026886.7|ENSMUST00000026886.7|ENSMUSG00000025780.7|OTTMUSG00000011192.1|OTTMUST00000026269.1|Itih5-201|Itih5|952,57.69,2,2,0,0,0,0,1.44E6,,,,,2,2,5,0,0,0,0,Oxidation (M),106749,ENSMUSP00000026886.7|ENSMUST00000026886.7|ENSMUSG00000025780.7|OTTMUSG00000011192.1|OTTMUST00000026269.1|Itih5-201|Itih5|952
654,220,TCONS_00069731.p1,57.53,5,4,1,0,0,1,6.9417E5,3.5801E5,,,7.9544E4,3,3,3,4,0,0,1,Oxidation (M); Acetylation (Protein N-term),65536,TCONS_00069731.p1   chr19:6364088-6375907(+)
654,222,ENSMUSP00000109117.1|ENSMUST00000113489.7|ENSMUSG00000024949.17|OTTMUSG00000018615.5|OTTMUST00000060955.1|Sf1-204|Sf1|571,57.53,6,4,2,0,0,1,6.9417E5,3.5801E5,,,7.9544E4,3,3,3,4,0,0,1,Oxidation (M); Acetylation (Protein N-term),61756,ENSMUSP00000109117.1|ENSMUST00000113489.7|ENSMUSG00000024949.17|OTTMUSG00000018615.5|OTTMUST00000060955.1|Sf1-204|Sf1|571
1066,1378,ENSMUSP00000142526.1|ENSMUST00000197135.4|ENSMUSG00000053931.11|OTTMUSG00000054988.2|OTTMUST00000136265.1|Cnn3-203|Cnn3|284,57.27,6,6,0,0,0,0,4.0129E5,,,,,2,2,2,0,0,0,0,Acetylation (Protein N-term),31395,ENSMUSP00000142526.1|ENSMUST00000197135.4|ENSMUSG00000053931.11|OTTMUSG00000054988.2|OTTMUST00000136265.1|Cnn3-203|Cnn3|284
1066,1564,ENSMUSP00000029773.8|ENSMUST00000029773.12|ENSMUSG00000053931.11|OTTMUSG00000054988.2|OTTMUST00000136263.1|Cnn3-201|Cnn3|330,57.27,5,5,0,0,0,0,4.0129E5,,,,,2,2,2,0,0,0,0,Acetylation (Protein N-term),36429,ENSMUSP00000029773.8|ENSMUST00000029773.12|ENSMUSG00000053931.11|OTTMUSG00000054988.2|OTTMUST00000136263.1|Cnn3-201|Cnn3|330
428,1228,ENSMUSP00000104136.2|ENSMUST00000108496.8|ENSMUSG00000001918.17|OTTMUSG00000022239.3|OTTMUST00000052916.3|Slc1a5-201|Slc1a5|555,57.26,5,0,0,4,2,2,,,2.1827E6,2.8782E6,1.4807E6,3,3,0,0,9,4,3,Oxidation (M),58423,ENSMUSP00000104136.2|ENSMUST00000108496.8|ENSMUSG00000001918.17|OTTMUSG00000022239.3|OTTMUST00000052916.3|Slc1a5-201|Slc1a5|555
811,383,ENSMUSP00000020238.7|ENSMUST00000020238.13|ENSMUSG00000020048.13|OTTMUSG00000020538.2|OTTMUST00000048697.1|Hsp90b1-201|Hsp90b1|802,57.08,5,1,0,0,2,4,8.0113E4,,,1.3829E5,2.4053E5,3,3,1,0,0,1,3,,92476,ENSMUSP00000020238.7|ENSMUST00000020238.13|ENSMUSG00000020048.13|OTTMUSG00000020538.2|OTTMUST00000048697.1|Hsp90b1-201|Hsp90b1|802
146,724,ENSMUSP00000004470.7|ENSMUST00000004470.8|ENSMUSG00000004356.8|OTTMUSG00000063991.1|OTTMUST00000156459.1|Utp20-201|Utp20|2789,57.08,0,0,0,0,0,0,4.7547E7,8.7952E6,,,,3,3,31,23,0,0,0,,317873,ENSMUSP00000004470.7|ENSMUST00000004470.8|ENSMUSG00000004356.8|OTTMUSG00000063991.1|OTTMUST00000156459.1|Utp20-201|Utp20|2789
710,938,ENSMUSP00000002274.8|ENSMUST00000002274.9|ENSMUSG00000002204.9|OTTMUSG00000021117.5|OTTMUST00000049974.2|Napsa-201|Napsa|419,56.52,3,3,0,0,0,0,1.6782E7,,,,,2,2,7,0,0,0,0,,45544,ENSMUSP00000002274.8|ENSMUST00000002274.9|ENSMUSG00000002204.9|OTTMUSG00000021117.5|OTTMUST00000049974.2|Napsa-201|Napsa|419
766,1192,ENSMUSP00000048833.9|ENSMUST00000036125.9|ENSMUSG00000040731.13|OTTMUSG00000055761.1|OTTMUST00000137998.1|Eif4h-201|Eif4h|228,56.34,20,0,0,20,6,0,,,8.2895E5,6.9728E4,,3,3,0,0,5,1,0,Acetylation (Protein N-term),25186,ENSMUSP00000048833.9|ENSMUST00000036125.9|ENSMUSG00000040731.13|OTTMUSG00000055761.1|OTTMUST00000137998.1|Eif4h-201|Eif4h|228
766,1295,ENSMUSP00000143910.1|ENSMUST00000202622.3|ENSMUSG00000040731.13|OTTMUSG00000055761.1|OTTMUST00000137997.1|Eif4h-205|Eif4h|248,56.34,18,0,0,18,5,0,,,8.2895E5,6.9728E4,,3,3,0,0,5,1,0,Acetylation (Protein N-term),27341,ENSMUSP00000143910.1|ENSMUST00000202622.3|ENSMUSG00000040731.13|OTTMUSG00000055761.1|OTTMUST00000137997.1|Eif4h-205|Eif4h|248
566,1210,ENSMUSP00000027966.7|ENSMUST00000027966.13|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051686.4|Fcgr2b-201|Fcgr2b|340,56.06,6,6,6,0,0,0,1.1697E5,2.81E6,,,,2,2,1,11,0,0,0,,37791,ENSMUSP00000027966.7|ENSMUST00000027966.13|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051686.4|Fcgr2b-201|Fcgr2b|340
566,1320,ENSMUSP00000079882.5|ENSMUST00000081103.11|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051688.4|Fcgr2b-202|Fcgr2b|293,56.06,6,6,6,0,0,0,1.1697E5,2.81E6,,,,2,2,1,11,0,0,0,,32977,ENSMUSP00000079882.5|ENSMUST00000081103.11|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051688.4|Fcgr2b-202|Fcgr2b|293
566,1321,ENSMUSP00000123774.1|ENSMUST00000159688.1|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051690.3|Fcgr2b-203|Fcgr2b|312,56.06,6,6,6,0,0,0,1.1697E5,2.81E6,,,,2,2,1,11,0,0,0,,35050,ENSMUSP00000123774.1|ENSMUST00000159688.1|ENSMUSG00000026656.15|OTTMUSG00000021775.5|OTTMUST00000051690.3|Fcgr2b-203|Fcgr2b|312
804,342,ENSMUSP00000099843.3|ENSMUST00000102782.3|ENSMUSG00000078193.2|OTTMUSG00000046249.2|OTTMUST00000120588.2|Gm2000-201|Gm2000|123,55.95,23,23,0,0,0,0,1.4821E6,,,,,2,2,5,0,0,0,0,,14553,ENSMUSP00000099843.3|ENSMUST00000102782.3|ENSMUSG00000078193.2|OTTMUSG00000046249.2|OTTMUST00000120588.2|Gm2000-201|Gm2000|123
209,195,ENSMUSP00000016463.3|ENSMUST00000016463.3|ENSMUSG00000016319.3|OTTMUSG00000016520.3|OTTMUST00000039927.2|Slc25a5-201|Slc25a5|298,55.92,9,9,6,0,6,3,2.2677E6,8.0229E5,,2.245E5,8.2855E5,3,2,17,13,0,6,2,,32931,ENSMUSP00000016463.3|ENSMUST00000016463.3|ENSMUSG00000016319.3|OTTMUSG00000016520.3|OTTMUST00000039927.2|Slc25a5-201|Slc25a5|298
277,529,ENSMUSP00000102288.1|ENSMUST00000106677.7|ENSMUSG00000020612.16|OTTMUSG00000003351.1|OTTMUST00000007044.1|Prkar1a-203|Prkar1a|381,55.91,6,6,2,0,0,0,3.1663E7,9.6321E6,,,,3,3,19,9,0,0,0,,43185,ENSMUSP00000102288.1|ENSMUST00000106677.7|ENSMUSG00000020612.16|OTTMUSG00000003351.1|OTTMUST00000007044.1|Prkar1a-203|Prkar1a|381
741,865,ENSMUSP00000099718.3|ENSMUST00000099972.4|ENSMUSG00000027009.18|OTTMUSG00000013313.1|OTTMUST00000032190.1|Itga4-201|Itga4|1032,55.66,2,2,0,0,0,0,5.5577E6,,,,,2,2,6,0,0,0,0,,115086,ENSMUSP00000099718.3|ENSMUST00000099972.4|ENSMUSG00000027009.18|OTTMUSG00000013313.1|OTTMUST00000032190.1|Itga4-201|Itga4|1032
741,1592,ENSMUST00000126312.1|ENSMUSG00000027009.18|OTTMUSG00000013313.1|OTTMUST00000032194.1|Itga4-202|Itga4|2936|processed_transcript|,55.66,6,6,0,0,0,0,5.5577E6,,,,,2,2,6,0,0,0,0,,33766,ENSMUST00000126312.1|ENSMUSG00000027009.18|OTTMUSG00000013313.1|OTTMUST00000032194.1|Itga4-202|Itga4|2936|processed_transcript|
525,351,ENSMUSP00000045841.7|ENSMUST00000046514.12|ENSMUSG00000026615.14|OTTMUSG00000050732.6|OTTMUST00000128583.5|Eprs-201|Eprs|1512,55.56,2,2,1,0,1,0,3.0196E6,3.0152E6,,1.7465E6,,2,2,6,2,0,4,0,,170078,ENSMUSP00000045841.7|ENSMUST00000046514.12|ENSMUSG00000026615.14|OTTMUSG00000050732.6|OTTMUST00000128583.5|Eprs-201|Eprs|1512
525,358,ENSMUST00000192284.5|ENSMUSG00000026615.14|OTTMUSG00000050732.6|OTTMUST00000128582.1|Eprs-204|Eprs|5638|retained_intron|,55.56,2,2,1,0,1,0,3.0196E6,3.0152E6,,1.7465E6,,2,2,6,2,0,4,0,,113355,ENSMUST00000192284.5|ENSMUSG00000026615.14|OTTMUSG00000050732.6|OTTMUST00000128582.1|Eprs-204|Eprs|5638|retained_intron|
47,968,ENSMUSP00000131735.1|ENSMUST00000171229.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092189.1|Eci2-211|Eci2|391,55.46,2,2,2,0,2,2,2.3037E8,1.4759E7,,2.8118E7,6.7837E7,3,3,51,6,0,32,45,Oxidation (M),43268,ENSMUSP00000131735.1|ENSMUST00000171229.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092189.1|Eci2-211|Eci2|391
47,1031,ENSMUSP00000021854.6|ENSMUST00000021854.13|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092213.2|Eci2-201|Eci2|358,55.46,3,3,3,0,2,3,2.3037E8,1.4759E7,,2.8118E7,6.7837E7,3,3,51,6,0,32,45,Oxidation (M),39503,ENSMUSP00000021854.6|ENSMUST00000021854.13|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092213.2|Eci2-201|Eci2|358
47,1033,ENSMUSP00000105880.2|ENSMUST00000110251.8|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092198.2|Eci2-203|Eci2|378,55.46,2,2,2,0,2,2,2.3037E8,1.4759E7,,2.8118E7,6.7837E7,3,3,51,6,0,32,45,Oxidation (M),41780,ENSMUSP00000105880.2|ENSMUST00000110251.8|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092198.2|Eci2-203|Eci2|378
47,2149,ENSMUST00000164421.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092215.1|Eci2-205|Eci2|427|retained_intron|,55.46,7,7,7,0,6,7,2.3037E8,1.4759E7,,2.8118E7,6.7837E7,3,3,51,6,0,32,45,Oxidation (M),13606,ENSMUST00000164421.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092215.1|Eci2-205|Eci2|427|retained_intron|
47,2152,ENSMUST00000166109.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092214.1|Eci2-206|Eci2|943|processed_transcript|,55.46,6,6,6,0,5,6,2.3037E8,1.4759E7,,2.8118E7,6.7837E7,3,3,51,6,0,32,45,Oxidation (M),16802,ENSMUST00000166109.7|ENSMUSG00000021417.15|OTTMUSG00000035939.5|OTTMUST00000092214.1|Eci2-206|Eci2|943|processed_transcript|
652,478,ENSMUSP00000142983.1|ENSMUST00000198180.4|ENSMUSG00000068823.10|OTTMUSG00000054929.1|OTTMUST00000136118.1|Csde1-211|Csde1|767,55.35,3,1,0,2,2,0,1.3117E5,,1.0835E6,7.6914E4,,2,2,1,0,6,1,0,Oxidation (M); Acetylation (Protein N-term),85653,ENSMUSP00000142983.1|ENSMUST00000198180.4|ENSMUSG00000068823.10|OTTMUSG00000054929.1|OTTMUST00000136118.1|Csde1-211|Csde1|767
652,479,ENSMUSP00000029446.8|ENSMUST00000029446.12|ENSMUSG00000068823.10|OTTMUSG00000054929.1|OTTMUST00000136117.1|Csde1-201|Csde1|798,55.35,3,1,0,2,2,0,1.3117E5,,1.0835E6,7.6914E4,,2,2,1,0,6,1,0,Oxidation (M); Acetylation (Protein N-term),88791,ENSMUSP00000029446.8|ENSMUST00000029446.12|ENSMUSG00000068823.10|OTTMUSG00000054929.1|OTTMUST00000136117.1|Csde1-201|Csde1|798
185,1330,ENSMUSP00000008684.4|ENSMUST00000008684.10|ENSMUSG00000008540.11|OTTMUSG00000027063.4|OTTMUST00000066907.1|Mgst1-201|Mgst1|155,54.98,17,6,6,0,6,17,4.2471E5,1.232E6,,1.0539E7,7.7798E6,3,3,2,3,0,13,25,Oxidation (M),17552,ENSMUSP00000008684.4|ENSMUST00000008684.10|ENSMUSG00000008540.11|OTTMUSG00000027063.4|OTTMUST00000066907.1|Mgst1-201|Mgst1|155
238,1326,ENSMUSP00000000137.7|ENSMUST00000000137.7|ENSMUSG00000020152.7|OTTMUSG00000005221.1|OTTMUST00000011649.1|Actr2-201|Actr2|394,54.81,7,7,3,3,3,0,6.8656E6,3.757E6,3.3693E5,4.7007E5,,2,2,12,12,2,6,0,,44761,ENSMUSP00000000137.7|ENSMUST00000000137.7|ENSMUSG00000020152.7|OTTMUSG00000005221.1|OTTMUST00000011649.1|Actr2-201|Actr2|394
178,839,ENSMUST00000117476.1|ENSMUSG00000083022.1|OTTMUSG00000005107.1|OTTMUST00000011434.1|Rps15a-ps6-201|Rps15a-ps6|393|processed_pseudogene|,54.77,14,14,14,0,7,7,3.5508E7,4.1281E7,,6.7451E6,1.8889E6,3,3,25,16,0,1,2,Oxidation (M),14361,ENSMUST00000117476.1|ENSMUSG00000083022.1|OTTMUSG00000005107.1|OTTMUST00000011434.1|Rps15a-ps6-201|Rps15a-ps6|393|processed_pseudogene|
178,840,ENSMUSP00000119975.1|ENSMUST00000131374.7|ENSMUSG00000008683.16|OTTMUSG00000023996.3|OTTMUST00000058656.2|Rps15a-204|Rps15a|130,54.77,14,14,14,0,7,7,3.5508E7,4.1281E7,,6.7451E6,1.8889E6,3,3,25,16,0,1,2,Oxidation (M),14840,ENSMUSP00000119975.1|ENSMUST00000131374.7|ENSMUSG00000008683.16|OTTMUSG00000023996.3|OTTMUST00000058656.2|Rps15a-204|Rps15a|130
178,841,ENSMUST00000106588.7|ENSMUSG00000008683.16|OTTMUSG00000023996.3|OTTMUST00000058659.1|Rps15a-201|Rps15a|640|protein_coding|,54.77,11,11,11,0,6,6,3.5508E7,4.1281E7,,6.7451E6,1.8889E6,3,3,25,16,0,1,2,Oxidation (M),17776,ENSMUST00000106588.7|ENSMUSG00000008683.16|OTTMUSG00000023996.3|OTTMUST00000058659.1|Rps15a-201|Rps15a|640|protein_coding|
